0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,label
0.0,0.0,0.0,0.45765483495402914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45505924794432384,0.0,0.0,0.4035468493351981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4621083792310286,0.45505924794432384,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
0.0,0.0,0.0,0.0,0.5082018628957078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455680013377405,0.5329760467865602,0.0,0.0,0.0,0.0,0.0,0.5000231249747062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.23442837993002208,0.0,0.0,0.24471038175852033,0.20821941892071189,0.0,0.22223896438120117,0.0,0.19094046328513817,0.0,0.0,0.0,0.0,0.2102005818984535,0.0,0.2336562244363006,0.22520649936614254,0.43605135128589484,0.22420229420490123,0.0,0.0,0.0,0.350417862544463,0.0,0.0,0.0,0.0,0.24585646041860712,0.0,0.0,0.42756684753230517,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.3856346148603287,0.0,0.24276385520390337,0.0,0.0,0.0,0.0,0.0,0.6248310964270495,0.0,0.22230045673757146,0.0,0.0,0.0,0.0,0.0,0.0,0.21025874329750127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17525741066499256,0.253259488323038,0.143701305434347,0.0,0.0,0.2459244876123177,0.0,0.2942761091650385,0.21384257651876235,ham
0.0,0.0,0.0,0.34479557172251146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5923219768646246,0.0,0.0,0.0,0.0,0.0,0.0,0.6080616045379457,0.0,0.0,0.0,0.0,0.0,0.0,0.4006641667662191,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.3852164590162974,0.40661156995419623,0.0,0.39275890732066104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35582279209355583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5870864988261574,0.0,0.0,0.0,0.0,0.0,0.0,0.2464453998868708,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.24933303199964926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2469743929934537,0.0,0.0,0.31770762805032843,0.5235260802585546,0.27188664062114504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31951503030667505,0.5707948797834451,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5668460585417643,0.823823734736786,ham
0.0,0.0,0.0,0.0,0.0,0.4442939652337509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48604847346295665,0.0,0.0,0.3590144747513525,0.0,0.5887437055681775,0.0,0.0,0.0,0.0,0.30141202692338215,0.0,spam
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.5983223629598416,0.0,0.0,0.0,0.0,0.0,0.4824469381019218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6397306479278855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.33175806858887424,0.39571690931460646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3824862568438908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37523494048276446,0.0,0.0,0.0,0.0,0.0,0.43575382219404135,0.0,0.0,0.0,0.0,0.0,0.5063262987623739,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6812963631281127,0.732007695033602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437719691202617,0.0,0.0,0.6811727239985332,0.35258806880094545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888990861972174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623820620928438,0.0,ham
0.3920604664458777,0.0,0.0,0.0,0.0,0.0,0.48162701792372864,0.0,0.0,0.0,0.0,0.0,0.3883516553768823,0.4020365330578917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35635546979256544,0.0,0.29219161696818646,0.0,0.0,0.0,0.0,0.29917964875873454,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8167479988846493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769945461769295,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3487880008422477,0.0,0.0,0.3012990881083588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31806798913002915,0.0,0.0,0.0,0.2485628108535291,0.0,0.0,0.0,0.708381857934076,0.0,0.3504428864662238,0.0,0.0,ham
0.0,0.6350683744513074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2636935362544597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19840018621132477,0.0,0.0,0.0,0.34114487419856215,0.6094353285039774,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6462804751151505,0.0,0.0,0.7630999590387455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.3412016102849446,0.0,0.0,0.0,0.0,0.0,0.36314033403082224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36449853040135427,0.0,0.0,0.0,0.0,0.0,0.3235413067125378,0.0,0.0,0.0,0.3314825599204589,0.2600029854481898,0.0,0.21318795184730846,0.0,0.0,0.0,0.0,0.4365730763604777,0.3172459760751055,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368077257613956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6761023408170691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4067345615252228,0.4793543244727308,0.0,0.0,0.372981953432867,0.0,0.0,0.0,0.3953158416975304,0.0,0.4802545321893533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28062761820273086,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.34050151806965845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34916565566187274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6189840028338857,0.0,0.0,0.0,0.0,0.4342849844681379,0.4363455254723282,0.0,0.0,ham
0.3086201463787513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3558103803687893,0.0,0.0,0.0,0.3400292799057504,0.0,0.0,0.0,0.3936226077242666,0.0,0.3605614813050705,0.0,0.35895372264139763,0.0,0.0,0.0,0.2805140703096936,0.0,0.23000589785763104,0.0,0.0,0.0,0.0,0.0,0.3422728392321971,spam
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
0.0,0.34089569827730354,0.0,0.0,0.0,0.0,0.0,0.0,0.30871218609703927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351687075426974,0.3419767388965375,0.0,0.5195397478020354,0.3753860398614981,0.0,0.0,0.3701604943986151,0.0,0.0,0.0,0.0,ham
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ham
0.30921771682493765,0.3688310573055556,0.0,0.0,0.0,0.34781891953196425,0.0,0.0,0.0,0.0,0.0,0.0,0.30629258106390034,0.0,0.0,0.0,0.0,0.0,0.0,0.3748140484888564,0.36125962394996664,0.0,0.0,0.0,0.0,0.0,0.0,0.40614777681129777,0.0,0.0,0.0,0.0,0.0,0.0,0.3429355702160858,spam
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
